Name,Domain,Industry Groups,Description,Employees,Street,City,Country,company_clean,Final Email
Corporate Initial Outfitting Inc.,corporateinitialoutfitting.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.94, BUSINESS_PRODUCTS_AND_SERVICES:0.06","Initial Outfitting Inc. (C·IO) is a professional services group that specializes in project management, equipment procurement, and transition planning for healthcare facilities. They offer a range of services including initial outfitting, medical equipment planning, furniture supply, and logistics support for new or renovated spaces. Key features include professional project management team members, certified installation teams, and comprehensive commodity implementation services to ensure efficient and safe operations. C·IO aims to enhance financial transparency and reduce risks during the outfitting process through tailored solutions.",11-50,,Jacksonville,US,Corporate Initial Outfitting,support@corporateinitialoutfitting.com
Crated Ones,cratedones.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Crated Ones is a logistics and interior design service that specializes in high-end furniture, antiques, and art installation. They offer a range of services including custom packaging, local shipping, and dedicated back office support across various states such as Oregon, Nevada, California, and New York. The company focuses on delivering reliable and efficient solutions for client needs while maintaining high standards in delivery and customer experience.",1-10,,,US,Crated Ones,sales@cratedones.com
CR Creative Services,crcreativeservices.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.83,"CR Creative Services (CRCS) is a logistics company based in Los Angeles that specializes in the storage, transportation, installation, and warehousing of fine home furnishings, decor, and art. They collaborate with interior designers, architects, contractors, and estate managers to provide tailored solutions for each project. Key services include pickup and delivery, white-glove storage, photo inventory, and comprehensive logistics management, ensuring efficient handling and storage of high-quality items. RCS emphasizes trust, integrity, and reliability throughout its operations.",11-50,,Los Angeles,US,CR Creative Services,office@crcreativeservices.com
Creative Resources Technology Group,creativeresources.net,IT_SERVICES:0.98,"Creative Resources Technology Group (CRTG) offers IT support specifically designed for businesses operating on Apple products. Their services include cybersecurity, backup and recovery, project-based IT support, managed IT, and co-managed IT solutions tailored to various industries such as creative manufacturing, healthcare, and veterinary practices. CRTG provides 24/7 monitoring of systems, proactive IT management, and customized support plans to ensure reliable technology operations without downtime.",11-50,161 Fashion Ln,Tustin,US,Creative Resources Technology Group,contact@creativeresources.net
Crestline Auto Transport,crestlineautotransport.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Crestline Auto Transport Co. is a logistics company that specializes in car shipping services, including door-to-door and enclosed haul options for various vehicle types such as cars, SUVs, trucks, and recreational vehicles. They provide transparent pricing with no deposits or extra fees, ensuring reliable service across the contiguous U.S., including nationwide delivery and specialized transport for military personnel, corporate relocations, and dealerships. Key features include instant quotes, competitive rates, a commitment to customer service, and a network of over 40 years of combined experience across multiple locations in Texas and South Carolina.",11-50,3530 Forest Lane,Dallas,US,Crestline Auto Transport,info@crestlinelogistics.com
Hamilton Drayage Inc.,crhamilton.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Hamilton Drayage is a logistics and distribution company based in Long Island, NY, specializing in commercial moves, inventory management, storage, and rigging. They offer a range of services including long-distance relocation, portable storage, cargo handling, and specialized trucking and crane services. With over 100 years of experience, their team provides customized solutions for businesses, offices, and educational institutions, ensuring efficient and safe moving processes.",1-10,44 Railroad St.,Huntington Station,US,Hamilton Drayage,info@crhamilton.com
Coxon's Sales & Rentals Ltd.,csrcoxons.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"CSR is a moving and storage service based in Ontario that offers rental containers, mobile office solutions, and secure storage options. Customers can easily load and unload their containers without needing a ramp, allowing them to store at their location or for future delivery at a later date. CSR provides industry-standard ISO shipping containers designed for various applications, including commercial, industrial, and educational settings, ensuring secure and efficient storage during moves.",1-10,4891 Manning Road,Tecumseh,CA,Coxon's Sales & Rentals,jake@csrcoxons.com
CSS Office Solutions Inc.,cssoffice.com,BUSINESS_PRODUCTS_AND_SERVICES:0.91,"CSS Office Solutions is a company that provides commercial furniture, moving, installation, storage, and facility services for office environments. Their main functionality includes managing the relocation of offices, optimizing workspace layouts, and offering secure warehouse management solutions. Key features include same-day response times for quotes and assistance with furniture sales, repairs, and maintenance, as well as tailored solutions for hybrid workforce needs. They cater to various industries, including law firms, educational institutions, and government buildings, ensuring efficient and personalized service throughout the relocation process.",11-50,2620 All S,Calgary,CA,CSS Office Solutions,info@cssoffice.com
Country Wide Moving and Storage,cwmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.97,"Country Wide Moving and Storage is a moving company based in Saskatoon, SK, offering a range of relocation services for both residential and commercial clients. Their main functionalities include local, long-distance, corporate relocation, piano moving, and specialized storage options such as medical equipment and household storage. The company emphasizes customer satisfaction and provides tailored moving solutions, utilizing their affiliation with Allied Van Lines to ensure precision service. They also offer virtual surveys and have received multiple awards for their commitment to quality service and customer satisfaction.",1-10,419 48Th St E,Saskatoon,CA,Country Wide Moving and Storage,cam@cwmoving.com
Dallas Fort Worth Senior Living,dallasfortworthseniorliving.com,REAL_ESTATE:1.0,"CashBuster is a service that provides alternative working capital solutions for small and mid-sized businesses across various industries in the United States. It offers funding options ranging from $3,000 to $500,000, simplified online applications that allow companies to apply quickly and receive approval within 2-5 business hours. The process includes assessing business credit based on potentials rather than just scores, with no early repayment charges. CashBuster caters to all industries and aims to empower businesses by handling overdue invoices effectively.",11-50,,Ovilla,US,Dallas Fort Worth Senior Living,info@seniordownsizingexperts.com
D & J Transportation and Storage,dandjtransportation.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"D&J Transportation and Storage offers transportation and storage services for both commercial and residential clients in Southern California. Their main functionalities include expedited shipping, moving services that handle the logistics of packing and unpacking, and secure storage solutions with over 20,000 square feet of warehouse space. The company is fully licensed and insured, ensuring reliable service and customer satisfaction.",11-50,1136 W. Collins Avenue,Orange,US,D & J Transportation and Storage,freight@dandjtransportation.com
Daycos,daycos.com,BUSINESS_PRODUCTS_AND_SERVICES:0.93,"Daycos is a financial services company that provides solutions for transportation companies to enhance revenue and streamline their operations. Their main offerings include billing services, payment assurance, recovery of lost revenue through post-audit processes, and distribution services such as supplier payment and national account management. Daycos focuses on improving customer satisfaction and operational efficiency while also supporting the community through charitable investments.",11-50,1500 Riverside Blvd.,Norfolk,US,Daycos,info@daycos.com
Dedicated Moving,dedicatedmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.85,"Elite Moving is a moving company that offers a range of services for both local and interstate moves across New England, including emergency relocations, luxury residences, and small loads. They provide specialized solutions for B2B and B2C clients, such as office relocations and junk removal, ensuring efficient handling of sensitive assets and equipment. The company operates in multiple locations and specializes in high-intensity logistics, including inter-building shuttle services and multi-phase asset staging, catering to various moving needs for residential and commercial properties.",1-10,274 Great Road,Shirley,US,Dedicated Moving,jasongladstone@dedicatedmoving.com
Delivery By Design,deliverybydesign.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Delivery By Design is a white-glove delivery, moving, and warehousing company based in Denver, Colorado. They handle receiving, picking up, and delivering various products such as furniture, appliances, and designer furniture, catering to business owners, designers, brokers, and individuals. The company operates a large warehouse with over 35,000 square feet of climate-controlled storage space and offers services like furniture repair, woodworking supplies, and home or office move assistance. Their inventory control system ensures secure and accurate handling of goods while providing reliable service throughout the entire process.",11-50,6260 Washington St,Denver,US,Delivery By Design,ken@deliverybydesign.com
Demenagement & Transport Jette,demenagementjette.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Demenagement & Transport Jette offers moving and storage services for both residential and commercial clients. They provide packing solutions, ensuring that all belongings are well packaged and protected for optimal protection. The company emphasizes customer satisfaction and has a reliable service throughout the moving process. Customers can contact them for estimates and to schedule services directly through their website.",1-10,725-2 Lun Ven 1,Saint-Jean-Sur-Richelieu,CA,Demenagement & Transport Jette,transportjette@bellnet.ca
DeVries Business Services,devriesinc.com,BUSINESS_PRODUCTS_AND_SERVICES:0.97,"DeVries Business Services offers secure document destruction and storage solutions in Spokane, WA. Their main functionalities include on-site and off-site shredding, electronic waste collection, and specialized records management services for various industries such as healthcare, banking, and legal practices. Key features include a range of shredding options (including scheduled and one-time shredding), office furniture moving, and courier services, all aimed at ensuring data security and compliance for businesses of all sizes.",11-50,601 E Pacific Ave,Spokane,US,DeVries Business Services,customerservice@devriesinc.com
DeWitt Move Worldwide,dewittmove.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.9,"DeWitt Move is a moving company that offers residential and international relocation services for individuals and businesses. Their main functionality includes packing, transporting, and managing the entire moving process from one location to another, ensuring personalized service tailored to each client's needs. Key features include specialized services in corporate relocations, general cargo transportation, and customs handling, along with resources such as moving guides and a moving checklist to assist clients throughout their move journey.",11-50,9089 Clairemont Mesa Blvd,San Diego,US,DeWitt Move Worldwide,info@royalhawaiianmovers.com
"DFW Movers & Erectors, Inc.",dfwmovers.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.86, BUSINESS_PRODUCTS_AND_SERVICES:0.07","DFW Movers is a heavy machinery and equipment moving company based in Texas that offers a range of services including rigging, millwright services, crating, laser alignment, machine repair, and warehousing. Their main purpose is to facilitate the relocation of industrial machinery and items through precision and transparent pricing. Key features include on-site crating solutions for shipping and storage, advanced laser alignment services for precise alignment of machinery, and tailored warehousing solutions to ensure safety and efficiency during relocations. The company has been operating since 1980 and serves various industries across multiple states and countries.",11-50,3201 N Sylvania Ave,Fort Worth,US,DFW Movers & Erectors,info@dfwmovers.com
Diego Delivery,diegodelivery.net,SUPPLY_CHAIN_AND_PROCUREMENT:0.84,"Diego Delivery is a white glove furniture delivery and warehousing service based in San Diego. It specializes in safely and timely deliveries for residential and commercial projects, ensuring that items are handled with care and professionalism. Key features include customized logistics, online tracking through QR code labels, optional photo documentation, and a secure warehouse environment for efficient handling of shipments. The company also offers damage repair services and has expanded its offerings to meet the needs of more clients.",1-10,00 Dogwood Way,Vista,US,Diego Delivery,info@diegodelivery.net
DMKO Inc.,dmko.services,SUPPLY_CHAIN_AND_PROCUREMENT:0.88,"DMKO Inc. is a moving company that provides handling, transportation, and storage services for various types of goods, including furniture, decor, and medical materials. They offer customized solutions tailored to client needs and utilize modern transport vehicles and well-maintained units for efficient movement. DMKO focuses on ensuring the safety and efficiency of their clients' moves through careful planning and execution. The company operates in Boucherville, Quebec, and emphasizes customer service and quality service.",1-10,1585-A Rue De Coulomb,Boucherville,CA,DMKO,martin@dmko.services
Donate Stuff,donatestuff.com,"ENVIRONMENTAL_SERVICES:0.68, NONPROFIT_AND_PHILANTHROPY:0.25","DonateStuff.com is a free clothing and item donation pickup service that supports local charities in need. Users can select a charity, schedule a pick-up day, and receive a tax deduction on their donations. The service offers various donation options, including gently-used items like clothing, shoes, and household goods, and provides a convenient way to donate without the need for personal involvement. DonateSt Stuff operates in multiple metropolitan areas across the United States and Canada, ensuring convenient and efficient collection of donated items.",11-50,,Ohio,US,Donate Stuff,info@donatestuff.com
Donnegan Systems,donnegan.com,BUSINESS_PRODUCTS_AND_SERVICES:1.0,"Donnegan Systems provides a range of storage solutions tailored for various industries, including healthcare, education, public safety, and military. Their main functionality includes designing custom storage systems that enhance capacity, organization, and operational efficiency. Key features include document management and scanning services, mobile shelving systems, specialized storage solutions like museum-grade cabinets and day use lockers, and ongoing support through an in-house service bureau and manufacturer trainer. Donnegan also offers educational resources to help organizations improve their learning experiences.",11-50,170 Bartlett Street,Northborough,US,Donnegan Systems,info@donnegan.com
United Van Lines,drive4united.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"United Van Lines offers job opportunities for CDL-A truck drivers and household goods movers across the United States. The company provides regional and OTR driving options, specialized goods owner operators, and company drivers, catering to various commercial shipping needs. With over 600 locations, United Van Lines aims to match drivers with their ideal career paths while offering leasing services for trucks. The application process is straightforward, requiring a strong background in the moving industry and Class A license.",11-50,,Fenton,US,United Van Lines,integritymatters@unigroupinc.com
D&V Storage,dvstorage.space,REAL_ESTATE:0.94,"DV SELF is a storage service that offers a variety of rental units at different sizes and prices, starting from 25 dollars. The company provides climate-controlled storage spaces with amenities such as full-time maintenance and friendly staff. Customers can choose from various unit sizes and pricing options, and the facility is equipped to handle both small and large moves efficiently. D&V Storage also offers U-Haul assistance for moving needs and operates Monday through Friday with specific hours.",11-50,1280 Multiple S 1141 West Center,Blackfoot,US,D&V Storage,dvstorage@gmail.com
Eagle Vision,eaglevisioncanada.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Eagle Vision is a freight transportation and moving company based in Mississauga, Ontario, specializing in local and long-distance transportation for both commercial and residential clients. Their services include full truck load (LTL) and less-than load (FTL), climate-controlled delivery, packing, loading, unloading, and unpacking, with 24/7 availability available. With over 40 years of experience, Eagle Vision focuses on providing reliable logistics solutions tailored to client needs, ensuring timely distribution across various regions and border crossings.",11-50,901 Cherry Ave.,San Bruno,US,Eagle Vision,info@eaglevisioncanada.com
East Coast Lumpers,eastcoastlumpers.com,"HUMAN_RESOURCES:0.87, SUPPLY_CHAIN_AND_PROCUREMENT:0.13","East Coast Lumpers is a commercial staffing and relocation company that provides reliable labor solutions for businesses across the United States. Their main services include commercial relocations, freight loading and unloading, order picking and selecting, certified operators, and RFID tagging and scanning to enhance operational efficiency. The company operates primarily on the East Coast, offering tailored staffing solutions to meet specific client needs while ensuring competitive pricing and professional service.",11-50,,Richmond,US,East Coast Lumpers,info@eastcoastlumpers.com
ElderLife Financial Services,elderlifefinancial.com,FINANCIAL_SERVICES:0.93,"Degla Global Trade is a company that specializes in exporting authentic Indian handicrafts and imitation jewelry. They offer a variety of products including handcrafted carpets, Kashmiri Pashmina shawls, metal crafts, wooden crafts, pottery, clothing, and textiles. The company ensures quality assurance by sourcing and inspecting each product to meet international standards, catering to both traditional artistry and modern tastes. Degla Global Trade also provides services such as trade solutions for global shipping and customer satisfaction.",11-50,100 Bluegrass Commons Blvd.,Hendersonville,US,ElderLife Financial Services,info@elderlifefinancial.com
"El Sol Logistics, Inc.",elsollogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"El Sol Logistics is a company that provides moving, storage, and installation services for high-end furnishings and decorators. They offer a range of services including furniture delivery, residential and commercial moves, chandelier installations, warehouse receiving, furniture assembly, and repairs. The company emphasizes detail-oriented service, ensuring items are delivered directly to their desired locations or homes, with full replacement liability for damaged pieces.",11-50,4720 Winnebago Ln,Austin,US,El Sol Logistics,rene@elsollogistics.com
EM Moving & Transport,emdemenagement.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"EM Moving & Transport provides moving, transportation, and storage services for residential, commercial, and industrial relocations. Their main functionality includes offering customized packing solutions, eco-responsible relocation practices, and a range of transport options such as bulk transport and specialized handling. Key features include real-time tracking of moving assets, competitive pricing, and the use of premium quality packaging products to minimize waste. The company has over ten years of experience in the industry and emphasizes customer satisfaction throughout the moving process.",11-50,1121 Rue Nobel,Sainte-Julie,CA,EM Moving & Transport,info@emdemenagement.com
EMS 3rd Party,ems3rdparty.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.89,"EMS 3rd Party is a third-party logistics service that provides on-site appliance and crating support for moving appliances, fragile items, and other belongings across the U.S. Their main functionality includes coordinating and managing the entire relocation process, from preparation of appliances to delivery and assembly. Key features include expert handling of all types of equipment, custom crate building for delicate items, competitive pricing, and comprehensive coverage of moves, ensuring efficient and reliable service tailored to client needs.",11-50,1819 Underwood Blvd.,Delran,US,EMS 3rd Party,jasonb@ems3rdparty.com
Enterprise Logistics + Solutions,enterprisels.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Enterprise Logistics + Solutions is a full-service logistics company that specializes in managing logistics for corporate facilities and its partners. They offer a range of services including commercial office relocation, furniture installation, project management, warehouse delivery, construction cleanup, and transportation solutions. The company focuses on providing tailored support to meet the specific needs of their clients, ensuring timely deliveries and efficient asset management before construction projects.",1-10,612 S. Waverly Rd.,Lansing,US,Enterprise Logistics + Solutions,office@enterprisels.com
EPM Real Estate Photography,epmrealestatephotography.com,"REAL_ESTATE:0.69, ADVERTISING_AND_MARKETING:0.18","EPM is a real estate media service that provides photography, videography, and virtual tours to enhance property listings. Their main functionality includes offering high-quality images for various real estate needs, such as 2D and 3D floor plans, aerial drone views, and immersive 3D tours. EPM also provides services like cleaning, junk removal, home inspections, and moving assistance, along with a mobile app for easy booking and management of listing media. The company focuses on delivering personalized experiences tailored to the unique requirements of each client.",11-50,,Long Island,US,EPM Real Estate Photography,info@epmrealestatephotography.com
Equate Media,equatemedia.com,ADVERTISING_AND_MARKETING:1.0,"Equate Media is an online lead provider that specializes in traffic, leads, and sales solutions. The company offers services such as moving assistance for long-distance travel, home services, journalism, and logistics. Key features include paid search advertising, email campaigns, call center management, and custom solutions tailored to client needs. Equate focuses on integrating various traffic sources to enhance marketing efforts.",11-50,7251 W. Lake Mead Blvd,Las Vegas,US,Equate Media,info@equatemedia.com
Expat US,expat-us.com,HUMAN_RESOURCES:0.95,"Expat US provides relocation services for individuals and companies moving to the United States. Their main functionalities include assistance with temporary housing, health insurance, visa management, and settling-in processes. They offer tailored solutions across over 150 cities, personalized support from local consultants, and a focus on international mobility challenges. Key features include move management, home search packages, and comprehensive financial planning for expatriates moving to various U.S. cities.",11-50,55 East 59Th Street,New York,US,Expat US,relocations@expat-us.com
Expat Relocation Solutions,expatrelo.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.98,"Expat Relocation Solutions is a moving service that provides independent and cost-effective household goods relocation for both international and domestic moves. They offer tailored moving solutions, including pre-move surveys to assess packing needs, transportation options such as road, rail, air, and sea, and ensure the safe transport of belongings. Their professional move coordinators assist clients throughout the packing process, including handling valuables and ensuring proper storage and insurance coverage for valuable items.",11-50,2901 Titan Row,Orlando,US,Expat Relocation Solutions,dataprivacy@acerelocation.com
Exserv Facility Services,exservinc.com,BUSINESS_PRODUCTS_AND_SERVICES:0.95,"Exserv Facility Services is a nationwide provider of office furniture installation, commercial moving, and facility services. They offer a range of services including new installations, reconfigurations, removal, and storage solutions for various industries such as real estate, healthcare, and government. Key features include a bi-lingual team with over 50 crew sizes, 24/7 availability, and specialized services like decommissioning and donation of office equipment. Exserv aims to deliver efficient and personalized service tailored to the specific needs of their clients across multiple locations in the United States.",11-50,8909 Chancellor Row,Dallas,US,Exserv Facility Services,info@exservinc.com
Facilities Logistics Inc.,facilitieslogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Facilities Logistics Inc. is a logistics service provider that specializes in heavy equipment and office moving, storage, and transportation. They offer a range of services including the transport of pallets, flatbeds, and cargo using advanced technology like air conditioning and GPS tracking to ensure safe and efficient handling of sensitive items. The company provides 24/7 support and operates Monday to Friday from 8:00 AM to 5:00 PM, providing tailored solutions for businesses across various industries.",1-10,661 Walsh Ave,Santa Clara,US,Facilities Logistics,fermin@facilitieslogistics.com
Ferguson Transfers,fergusontransferco.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.97,"Ferguson is a moving service that offers a range of solutions for both residential and commercial moves across the United States. Their main functionalities include packing, vehicle transport, cargo insurance, and storage services. They provide personalized support throughout the move process, ensuring a smooth experience for clients while minimizing stress. With over 80 years of combined experience, Ferguson aims to deliver reliable and professional moving assistance tailored to individual needs.",1-10,1690 Ocean Blvd Nw,Coos Bay,US,Ferguson Transfers,fergusontransfer@epuerto.com
FDWI,forbesdistribution.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"FDWI is a distribution and warehousing services provider based in Myrtle Beach, SC, with over 25 years of experience. They offer a range of services including residential moving, commercial warehousing, retail installations, and final mile delivery. Key features include customer service support for appointments, inventory management, dispatch and routing services, and the ability to handle both small and large loads through fully licensed and insured operations. Customers can contact FDWI directly for job scheduling and estimates or to schedule their desired services.",1-10,3215 Old Railroad Bed Rd,Myrtle Beach,US,FDWI,forbes@sccoast.net
Forte Frozen,fortefrozen.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Forte Frozen is a cold storage and distribution company that provides temperature-controlled warehouses and fulfillment services for e-commerce sellers. Their main functionality includes fast turnaround times, customized solutions for perishable goods, and a range of services such as case pick, packaging, and inventory management. They operate in multiple climate-controlled locations across the United States, accommodating various storage conditions with temperatures ranging from minus 15 to 55 degrees Fahrenheit, ensuring timely delivery and efficient service delivery.",11-50,2540 Shader Rd,Orlando,US,Forte Frozen,contact@fortefrozen.com
Foundation Realty,foundationlenawee.com,REAL_ESTATE:0.95,"Foundation Realty is a real estate agency that assists clients in buying and selling homes. The website offers resources for both buyers and sellers, including home listings, tips on financing, and guides for moving to a large city. Users can search for properties, access helpful materials, and learn about the brokerage's team. Additionally, Foundation Realty provides contact information and office hours for customer inquiries.",11-50,3282 N. Adrian Hwy.,Adrian,US,Foundation Realty,robert@thesteppteam.com
FRC,frcmove.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.56, SUPPLY_CHAIN_AND_PROCUREMENT:0.26","FRC is a relocation consulting firm that manages, plans, and completes all aspects of business moves. They offer services such as customized extranet support, real-time communication, and strategic communications to enhance operational efficiency. FRC also provides resources like free white papers to help businesses navigate complex relocations and ensures effective communication with stakeholders throughout the move.",1-10,222 Race St,Philadelphia,US,FRC,jkellem@frcmove.com
Full Pull Transport LLC.,fullpulltransport.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.84, AUTOMOTIVE:0.05","The website offers information and resources related to various services, including transportation, insurance, and wellness support for individuals and businesses. It provides a range of services such as full-service transport, training, and assistance with insurance claims, which is necessary for safe and reliable transportation. The site also features educational content on health and safety, as well as updates on industry trends and innovations in transportation solutions.",1-10,5530 Boscell Cmn.,Fremont,US,Full Pull Transport,brian@fullpulltransport.com
Gallant Moving & Storage Ltd,gallantmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Gallant Moving & Storage Ltd is a family-owned moving company based in Prince Edward Island that offers professional moving services for both local and long-distance moves. They specialize in the transportation of household goods containers, providing flexible delivery options ( expedited or delayed), and operate a customs bonded warehouse for secure storage. Their services include professional packing, crating, and replacement value protection, ensuring efficient handling of belongings to minimize accidental damage during the move.",1-10,125 Our S,Summerside,CA,Gallant Moving & Storage,info@gallantmoving.com
"GenLogic, LLC",genlogic.net,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"GenLogic, LLC is a logistics and project management company that specializes in helping clients move within their industries, particularly in the medical field. They offer services such as project management for new buildings and renovated spaces, relocation of workstations, and medical equipment. With over 15 years of experience, GenLogic ensures smooth moving processes while maintaining on time and within budget. The company serves various areas including Grand Rapids and surrounding communities, focusing on delivering reliable support throughout the moving process.",1-10,,Grand Rapids,US,GenLogic,jennifer.vining@genlogic.net
Creative Marketing Concepts,getcreativemarketing.com,ADVERTISING_AND_MARKETING:1.0,"Creative Marketing Concepts is a marketing agency that specializes in providing tailored marketing solutions for the multifamily sector. Their main services include strategic planning, content creation, and campaign execution to support clients in launching new leases or enhancing their brand presence. With over three decades of experience, they focus on practical strategies and industry knowledge to help clients achieve growth and improve their marketing efforts.",11-50,2015 Red River Rd,Sykesville,US,Creative Marketing Concepts,info@getcreativemarketing.com
Global Factory Relocation,globalfactoryrelocation.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Global Factory Relocation is a company that specializes in international factory relocation and complete plant relocation services. They offer comprehensive solutions for the decommissioning and installation of industrial machinery, electrical systems, and production lines across various regions including Europe, Asia, Africa, and Australia. Key features include factory equipment removal, lifting operations, technical workforce rental, and project management to ensure efficient and reliable logistics support throughout the relocation process.",11-50,5 Via Mario Tacca,Portsmouth,US,Global Factory Relocation,office@globalfactoryrelocation.com
Georgia Natural Gas,gng.com,ENERGY:0.85,"Georgia Natural Gas (GNG) provides natural gas services to residential and business customers in Georgia. Their main functionality includes offering various plans tailored for different needs such as seniors, small businesses, and industrial facilities, along with specialized services like moving assistance and energy efficiency solutions. GNG also emphasizes sustainability by encouraging customers to pay a flat monthly fee for carbon offsetting their gas bills and offers rewards for referrals. Customers can manage their accounts easily, access customer support, and benefit from discounts on select plans.",11-50,Po Box 105445 Po Box 105445,Atlanta,US,Georgia Natural Gas,contactus@southstarenergy.com
Arrow Logistics,goarrow1.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"The website offers a range of financial services focused on the financial well-being of its members, including income tax credits and general knowledge. It provides information about various factors such as the ability to invest in specific areas like Santa Maria Unified School District (SPUD) or college expenses. The site features a list of high school graduations, including those with advanced years and recent experience, along with potential cash flow solutions for students and professionals facing financial challenges.",11-50,1015 Ne 17Th St.,Redmond,US,Arrow Logistics,info@hnsenergy.com
Gordons Downsizing & Estate Services LTD,gogordons.com,REAL_ESTATE:0.95,"Gordons Downsizing & Estate Services offers integrated real estate solutions for homeowners and families navigating the downsizing process. Their main services include real estate settlement, property sales, auction management, interim funding, appraisals, and moving support. They assist clients in planning the final transition to a retirement community by handling all aspects of the real estate transaction, including packing, selling, and maintaining belongings. The company aims to provide clear communication and personalized assistance throughout the entire process of downsizeing or settling an estate.",11-50,690 Innovation Dr,Kingston,CA,Gordons Downsizing & Estate Services,info@gogordons.com
Sturgeon Technology Services,gosturgeon.com,IT_SERVICES:0.92,"GoSturgeon is a company that provides IT asset management, integration, and fulfillment services for mid-sized to large enterprises. Their main functionality includes real-time tracking of devices, proactive inventory management, and tailored solutions for secure disposition and on-demand fulfillment. Key features include customized hardware configuration, automated device management, efficient shipping and exchanges, and sustainable recycling and remarketing strategies to reduce environmental impact.",11-50,6755 Shiloh Rd E. Suites 107 & 108,Alpharetta,US,Sturgeon Technology Services,splash@gosturgeon.com
"Turn Key Systems, LLC.",gotks.com,SECURITY:0.96,"TSK Security provides custom security solutions tailored to the specific needs of various industries, including retail, education, healthcare, and government facilities. Their services include alarm systems, access control, video surveillance, and managed systems, all designed to enhance safety and operational efficiency. TKS Security offers dedicated support through certified technicians, 24/7 monitoring, and a satisfaction guarantee, ensuring that security systems evolve along with changes in technology. They also conduct free audits to identify areas for improvement and provide ongoing maintenance and updates on their security plans.",11-50,220 Cesar E Chavez Ave. Sw,Grand Rapids,US,Turn Key Systems,ap@gotks.com
Grace International Relocations,graceinternationalrelocations.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Grace International Relocations is a moving company that specializes in international relocation services. They handle all aspects of the move, including ocean transport, air transport, customs assistance, and packing for pets and corporate relocations. The company also offers real estate services, currency conversion, and free estimates to assist clients throughout the relocation process. Their team consists of qualified agents who provide personalized support and resources to ensure smooth and efficient moving experiences.",1-10,,Lahaina,US,Grace International Relocations,michael@gracerelo.com
When Life Moves You,greathomesincfl.com,REAL_ESTATE:0.96,"HomeLight is a real estate service that assists buyers and sellers in buying, selling, and moving homes in the Orlando area. The platform offers services such as home valuation, instant listing alerts, and market reports to help clients understand their property's value and attract top-selling properties. HomeLight also provides mortgage pre-approval assistance for those looking to sell their homes quickly and effectively. Users can search for various types of properties, including single-family homes, condos, commercial spaces, and land rentals, using filters like price range and number of bedrooms and bathrooms.",11-50,1155 Louisiana Ave.,Winter Park,US,When Life Moves You,abby@abbynelsongroup.com
Great Lakes Record Center,greatlakesrecordcenter.com,BUSINESS_PRODUCTS_AND_SERVICES:0.96,"Summerize is a document storage and shredding service that offers secure, climate-controlled storage solutions for records and electronic media. Their main functionalities include record storage with barcoded tracking, document shredding to protect sensitive information, and vault storage for backup tapes and digital media in a fire-protected environment. They provide flexible warehouse storage options for additional space and efficient access to documents through delivery, scanning, or on-site viewing. Summerize aims to help businesses meet legal requirements while reducing costs and risks associated with storing and managing their records offsite.",11-50,8001 Moving Way,Mentor,US,Great Lakes Record Center,glrc@movingway.com
Home To Home Relocations,h-hrelo.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"Trusted Moving Services is an international moving company based in Toronto that offers a range of relocation services for both residential and commercial clients. Their main functionalities include international moves, customs consultation, long-distance logistics, and packing solutions. Key features include personalized move planning, cargo handling, air freight services, and specialized moving guides for various destinations across the Americas, Europe, Asia, and Africa. The company aims to provide reliable support throughout the moving process, ensuring a smooth transition from home to abroad.",1-10,7030 Woodbine Ave,Markham,CA,Home To Home Relocations,info@h-hrelo.com
