Name,Domain,Industry Groups,Description,Employees,Street,City,Country,company_clean,Final Email
International Industrial Contracting Corporation,iiccusa.com,CONSTRUCTION:0.89,"International Industrial Contracting Corporation (IICC) is a full-service industrial contracting company that specializes in the installation and relocation of heavy machinery and equipment across various industries, including automotive, manufacturing, transportation, and food and beverage. Their main services include project management, equipment maintenance, millwright services, steel services, and shutdown and turnaround operations. IICC focuses on providing quality workmanship and competitive pricing while ensuring safety and efficiency throughout their projects.",51-200,35900 Mound Road,Sterling Heights,US,International Industrial Contracting,info@iiccusa.com
Imlach Group,imlachgroup.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.91,"Imlach Group is a moving company that provides residential, commercial, and corporate relocation services across the United States. They offer professionally managed moving solutions for homeowners, office and industrial relocations, local, long-distance, international, and specialized moves such as medical and laboratory relocations. Additionally, Imlach group provides logistics services including warehousing, distribution, and transportation, catering to projects like museum and fine art relocations and exhibitions. Established in 1924, they focus on delivering clear communication, careful handling, and predictable pricing to ensure smooth and efficient moving experiences.",51-200,28349 Fort St,Trenton,US,Imlach Group,imlachmovers@imlachgroup.com
"Iron Mountain, Inc.",ironmountain.jobs,SUPPLY_CHAIN_AND_PROCUREMENT:0.84,"Iron Mountain is a global information management company that provides various services including transportation, operations, sales, technology, and data center solutions. Its main purpose is to support businesses in enhancing their physical and digital information while ensuring compliance with industry standards. Key features include a diverse workforce across multiple sectors, a focus on sustainability, and a commitment to equal employment opportunities for individuals with disabilities. Iron Mountain also offers resources such as career development programs and a dedicated portal for customer support and payment processing.",10001+,,Iron Mountain,US,Iron Mountain,accommodationrequest@ironmountain.com
Kinetic Advantage,kineticadvantage.com,"FINANCIAL_SERVICES:0.72, REAL_ESTATE:0.06","Kinetic Advantage is an independent floorplan company that provides financing solutions for independent dealerships. Its main functionality includes offering flexible loan options such as consumer loans and buybacks, with terms up to 180 days. The company manages inventory through over 900 digital and physical auctions, allowing dealers to track their sales, manage titles, and access reporting tools. Additionally, Kinetic Advantage supports dealer-to-dealer purchases and trade-ins, helping dealerships grow by maintaining a healthy cash flow and improving operational efficiency.",51-200,10333 N. Meridian,Carmel,US,Kinetic Advantage,hello@kineticadvantage.com
Knowledge Anywhere,knowledgeanywhere.com,"EDUCATION:0.61, HUMAN_RESOURCES:0.18","Knowledge Anywhere is a centralized online training platform designed for businesses to manage and track their training programs. It offers features such as AI-driven assessments, course conversion tools, customizable training paths, eCommerce integration, and real-time compliance tracking. The platform supports over 60,000 professionally made courses and provides dedicated support for moving content, ensuring that organizations can effectively enhance employee engagement and knowledge retention.",51-200,2026 Ne 45Th St,Seattle,US,Knowledge Anywhere,support@knowledgeanywhere.com
KONE,kone.us,MANUFACTURING:0.92,"KONE is a global company that specializes in the design, installation, and maintenance of elevators and escalators for various industries, including residential, retail, office, hotels, and public sector. Their main functionality includes providing innovative elevator solutions, predictive maintenance services, and tools for building management. Key features include 24/7 service support, advanced people flow solutions, and a focus on sustainability through energy-efficient designs and retrofitting. KONE operates across more than 60 countries, ensuring reliable and efficient transportation for users.",51-200,3333 Warrenville Rd,Lisle,US,KONE,americas.customer-support@kone.com
"Liquidity Services, Inc.",liquidityservices.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Liquidity Services provides solutions for managing surplus assets across various industries. Their main functionalities include asset sales and marketing, asset valuation, and direct retail solutions to convert customer returns into cash. They offer data-backed insights to help organizations maximize the value of their assets, manage auctions, and facilitate online transactions that allow customers to buy items in a secure manner.",501-1000,6931 Arlington Road,Bethesda,US,Liquidity Services,publicrelations@liquidityservices.com
Manning Group,manninggroup.com,"CONSTRUCTION:0.74, MANUFACTURING:0.14","Manning Group is a furniture services company based in Arizona that offers installation, relocation, and warehousing solutions. They specialize in custom-manufactured architectural walls, moveable walls, and turn-key management of commercial spaces such as offices and call centers. The company operates its own climate-controlled warehouse for efficient product handling and has a strong safety program with all employees certified. Manning Group also provides customer service support through multiple channels, including phone, email, and live chat.",51-200,75 East 16Th Street,Tucson,US,Manning Group,drewk@manninggroup.com
Matcom,matcom.com,"CONSTRUCTION:0.64, MANUFACTURING:0.29","Matcom Ontario is a contractor specializing in industrial machinery moving, rigging, and millwrighting. They provide services such as machinery moving (including complex mechanical installations), repairs, upgrades, parts sales, fabrication, lubrication systems, and warehousing solutions. With over 40 years of experience, Matcom focuses on delivering efficient and reliable service tailored to the needs of various industries, ensuring compliance with safety standards and timely project completion.",51-200,400 Parkhurst Square,Brampton,CA,Matcom,info@matcom.com
McCollister's,mccollisters.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"McCollister's Global Services provides specialized transportation and logistics solutions for various industries, including high-value electronics, medical equipment, and military relocations. Their offerings include auto transport and warehouse distribution, as well as a comprehensive solution for residential and commercial relocation needs. Key features include real-time tracking of shipments, service guarantees, and a focus on customer service to ensure efficient operations. The company operates across multiple locations and is recognized for its commitment to quality and reliability in the industry.",201-500,6751 West Schulte Road,Tracy,US,McCollister's,ithelp@mccollisters.com
Merchants Fleet,merchantsfleet.com,BUSINESS_PRODUCTS_AND_SERVICES:0.93,"Merchant Fleet is a fleet management company that provides tailored solutions for businesses of all sizes across various industries. Its main services include vehicle management, maintenance, remarketing, and vehicle leasing, along with telematics for tracking driver performance and cost control. The company offers a range of tools to optimize fleet operations, manage fuel supply chain efficiency, and support sustainability efforts, ensuring that vehicles remain operational and at peak performance. Merchants Fleet also emphasizes hands-on assistance and customer satisfaction through a strong team with over 60 years of experience in the industry.",501-1000,14 Central Park Drive,Hooksett,US,Merchants Fleet,leasecontact@merchantsfleet.com
MetCredit,metcredit.com,FINANCIAL_SERVICES:0.93,"MetCredit is a commercial and consumer debt collection agency that helps businesses recover outstanding accounts receivable. The service offers a streamlined process for individuals and small businesses, utilizing advanced technology such as AI algorithms to identify payment opportunities and predictive intelligence. MetCredit operates across Canada, providing 24/7 support, reporting delinquent or paid accounts to major credit bureaus, and ensuring compliance with legal requirements. Their goal is to increase cash flow and improve the overall success of debt recovery efforts.",51-200,1155 Boulevard Robert-Bourassa,Montreal,CA,MetCredit,privacycomm@metcredit.com
"Meyer, Inc.",meyerinc.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Meyer is a logistics, relocation, and storage solutions company that provides services for various industries including corporate healthcare, education, and manufacturing. Its main functionalities include office moving, project management, furniture installation, and records management. Meyer also offers commercial storage solutions with flexible pricing options and operates multiple locations across the United States. The company focuses on delivering personalized service to help clients navigate their relocation needs effectively.",51-200,255 Long Beach Blvd.,Stratford,US,Meyer,information@meyerinc.com
Michigan Box Company,michiganbox.com,MANUFACTURING:0.91,"Michigan Box Co. specializes in custom corrugated packaging for various industries, including food and beverage, automotive, e-commerce, and retail. The company offers a range of services such as digital prototyping, box performance testing, assembly and fulfillment, and ready-to-ship packaging. They manage their own production lines and fleet, ensuring fast turnaround times and reliable quality for their clients' packaging needs. Michigan Box Co., also emphasizes sustainability by planting trees for every order they handle.",51-200,1910 Trombly Street,Detroit,US,Michigan Box,info@michiganbox.com
Interstate Group Holdings Inc.,moveinterstate.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Interstate Moving & Storage is a full-service moving company based in Springfield, VA, offering residential, commercial, and corporate relocation services. Their main functionality includes planning and executing moves such as local, long-distance, international, military, and office relocations. Key features include personalized moving plans, project management for safe storage of belongings, and a commitment to customer satisfaction with an ISO 9001:2015 certification. They operate across multiple locations in the D.C. region and provide logistics solutions like freight forwarding and GPS tracking.",201-500,5801 Rolling Road,Springfield,US,Interstate Group Holdings,landover@invan.com
"Movement Mortgage, LLC",movement.com,FINANCIAL_SERVICES:0.93,"Movement Mortgage is a mortgage company that provides home loans and refinancing services. Its main purpose is to simplify the mortgage process for borrowers by offering quick loan options, personalized support, and efficient servicing. Key features include a client portal for managing payments, access to mortgage calculators, and a commitment to community impact through Movement Schools, which operates a free public charter school in underserved areas. The company also emphasizes employee development and has established partnerships with various lenders to enhance its service offerings.",1001-5000,8024 Calvin Hall Road,Indian Land,US,Movement Mortgage,privacyrights@movement.com
My Shipping Containers,myshippingcontainers.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"My Shipping Containers is a company that specializes in the sale and rental of portable storage containers, including refrigerated and insulated options. They offer both new and used containers for purchase and leasing, catering to various industries such as shipping lines, construction companies, and government agencies. The company provides a range of container sizes and types, along with delivery and relocation services, ensuring efficient storage solutions for businesses and individuals. Customers can choose from multiple payment methods, including wire transfers and bank deposits, while also benefiting from global shipping and customer service support.",51-200,13850 Nw 105Th Ave,Hialeah,US,My Shipping Containers,info@myshippingcontainers.com
National Arbitration and Mediation,namadr.com,LEGAL:1.0,"The National Arbitration and Mediation (NAM) provides alternative dispute resolution services, including arbitration, mediation, and mass arbitrations, primarily in New York State. Their main functionality is to facilitate legal settlements through various arbitration methods such as Competitive Action Law (ADR), which involves multiple judges and attorneys working together to resolve disputes without compensation or fees. NAM also offers case management services, virtual ADR options, and a public arbitration registry for businesses that wish to submit contractual arbitration clauses. The organization focuses on delivering high-quality service and expertise in the fields of employment law, personal injury, financial transactions, and more.",51-200,500 Mamaroneck Avenue,Harrison,US,National Arbitration and Mediation,customerservice@namadr.com
National Cart,nationalcart.com,MANUFACTURING:0.92,"National Cart provides custom material handling and storage solutions for businesses of all sizes. Their product range includes various types of carts such as picking carts, industrial carts, and distribution carts, designed to enhance safety, efficiency, and durability in operations. The company operates three manufacturing facilities with a focus on quality and timely delivery, ensuring that their equipment meets specific business needs while maintaining high service reliability.",51-200,3125 Discovery Dr,Olyphant,US,National Cart,chris.smith@nationalcart.com
NOW CFO,nowcfo.com,ACCOUNTING:1.0,"NOW CFO is a financial consulting firm that provides outsourced accounting and finance services to businesses, particularly those growing. Their main functionality includes offering executive-level financial expertise through tailored solutions like budgeting, financial planning, bookkeeping, and strategic insights. Key features include a complimentary consultation to understand client needs, ongoing transparency throughout the engagement process, and permanent hiring of qualified accountants who align with business growth strategies.",201-500,210 2100 W,Salt Lake City,US,NOW CFO,jnovak@nowcfo.com
Office Express,oexusa.com,RETAIL:1.0,"Office Express is a family-owned business that provides furniture, office supplies, and printing services for commercial spaces. Their main offerings include commercial interiors, interior design, moving and reconfiguration, and custom print and promotional products. They also offer a range of janitorial and breakroom supplies, as well as apparel, signage, and displays, catering to various industries such as healthcare, education, and government. The company focuses on delivering cost-effective solutions tailored to meet the specific needs of businesses in sectors like education, government, and corporate hospitality.",51-200,1280 E. Big Beaver Road,Troy,US,Office Express,info@oexusa.com
Opportune,opportune.com,"FINANCIAL_SERVICES:0.48, BUSINESS_PRODUCTS_AND_SERVICES:0.26","Opportune Company is a financial services firm specializing in energy advisory and business process outsourcing. It provides solutions for complex financial reporting, tax compliance, and investment banking across various industries, including oil, gas, healthcare, and technology. Key features include IPO support, dispute management, and the ability to manage complex transactions efficiently while ensuring regulatory compliance. The company aims to help clients achieve their strategic goals through tailored consulting services and technology integration.",201-500,711 Louisiana Street,Houston,US,Opportune,sme@opportune.com
OptimalShip,optimalship.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"OptimalShip is a shipping service that offers various solutions for both international and domestic shipments. Its main functionalities include obtaining shipping quotes, preparing shipping documents, scheduling pickups, and tracking shipments. Key features include an online bill pay tool for secure payment processing, customer support with assistance during customs issues, and the ability to generate customized shipping documents tailored to client needs.",51-200,Po Box 1779,Allen,US,OptimalShip,customerservice@optimalship.com
Paxton Companies,paxton.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Paxton Companies provides transportation and logistics services, specializing in both domestic and international moving and storage solutions. Their main functionality includes handling office moves, cargo transport, household goods, and record-keeping for businesses of all sizes. Paxton emphasizes professionalism, efficiency, and customer satisfaction throughout the move process, backed by a commitment to honest and responsible service.",51-200,5300 Port Royal Road,Springfield,US,Paxton Companies,info@paxton.com
Pipp Mobile,pippmobile.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.91, MANUFACTURING:0.08","Pipp Mobile offers mobile storage systems designed to enhance inventory processing and efficiency in various industries, including retail, healthcare, and industrial environments. Their products include mobile carriages, shelving systems, hanger management tools, work tables, and secured storage solutions that can increase storage capacity by up to 80%. Pipp Mobile also provides tailored solutions for national installations and international transportation, ensuring a streamlined workflow and improved overall store operations.",51-200,2966 Hamilton Pkwy,Itasca,US,Pipp Mobile,sales@irsg.com
Plus Printers,plusprinters.com,MANUFACTURING:0.91,"Plus Printers is a company that specializes in custom packaging solutions, including retail boxes, food boxes, cosmetics, and e-commerce packaging. They offer a wide range of printing services such as logo design, branding, and structural engineering to create tailored packaging for various industries. Key features include fast turnaround times, competitive pricing, and the ability to print on both domestic and international materials, ensuring high-quality products with durable designs. Plus Printers also provides free quotes and has over 30 years of experience in the packaging industry, serving clients across multiple industries.",51-200,114 Spartan Ave,Ny,US,Plus Printers,info@plusprinters.com
Position Imaging Inc.,position-imaging.com,"SOFTWARE:0.7, SUPPLY_CHAIN_AND_PROCUREMENT:0.08","Position Imaging is a technology company that provides real-time tracking and localization of assets using computer vision and radio frequency tracking. Their solutions cater to various environments, including supply chain management, retail, travel, and commercial spaces. Key features include real- time live location intelligence, precise GPS positioning, and advanced analytics for operational efficiency and safety. The technology aims to enhance the visibility and accuracy of assets in high-traffic areas while improving overall performance and customer satisfaction.",51-200,155 Fleet St.,Portsmouth,US,Position Imaging,dpo@position-imaging.com
"Premier Trailers, LLC",premiertrailerleasing.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.89,"Premier Trailers is a commercial fleet leasing and rental service specializing in trailers, including dry vans, reefers, flatbeds, and chassis. The company offers a range of services such as trailer availability by location, maintenance support, and real-time tracking to optimize fleet performance. Key features include a digital dashboard for managing trailers, personalized customer service, fuel savings options, and specialized solutions like refrigeration transportation and emergency trailer services. Premier Trailer Leasing operates over 40 branches across the U.S., providing tailored leasing options and comprehensive support for businesses looking to expand their cargo operations.",201-500,9494 Allen Road,West Chester,US,Premier Trailers,fontana@premier-us.net
Preowned Auto Logistics,preownedautologistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Preowned Auto Logistics (PAL) is a service that specializes in nationwide auto transport for used cars. It offers door-to-door and enclosed carriers, as well as specialized services for individuals, corporate relocations, and international shipping needs. Customers can obtain an instant quote for their transportation needs through a network of vetted carriers, receive communication throughout the process, and benefit from discounts on moving vehicles. PAL aims to provide reliable and stress-free logistics solutions tailored to the needs of dealerships and other businesses.",51-200,222 Jubilee Dr.,Peabody,US,Preowned Auto Logistics,support@palmoves.com
Prima Systems,prima.systems,"IT_SERVICES:0.9, BUSINESS_PRODUCTS_AND_SERVICES:0.05","Prima Systems is a global business process outsourcing (BPO) provider specializing in the healthcare and automotive industries. The company offers a range of services including managed healthcare, IT support, customer experience management, and cloud solutions tailored for healthcare providers and businesses. Key features include medical billing and coding, patient engagement tools, inventory management, financial management, and omnichannel service reconciliation, all aimed at enhancing operational efficiency and improving customer satisfaction. Prima Systems operates from multiple locations worldwide, providing customized solutions to meet specific client needs.",201-500,100 Enterprise Drive,Avenel,US,Prima Systems,info@primasystems.net
Pro4ia,pro4ia.com,IT_SERVICES:0.93,"Pro4ia is a managed service provider that specializes in technology management for high-stakes environments. Their main services include managed security and project management (MSP), technology relocation, and IT support tailored to organizations of all sizes. Key features include continuous monitoring, compliance visibility, and a focus on risk assessment and timely delivery, ensuring that digital assets are protected and operational continuity. Pro4ia also offers tools like ActiveCareTM for tracking asset performance and managing projects effectively.",51-200,6 East 46Th St,New York,US,Pro4ia,info@pro4ia.com
Pyramid Logistics,pyramid-logistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Pyramid Logistics is a logistics company that provides a range of transportation and management services for high-value assets, including trade shows, event logistics, and entertainment. Their main functionalities include airfreight and expedited shipping, customized warehousing, climate-controlled storage, and project management for various industries such as film, retail, and experiential marketing. Key features include a network of warehouse partners, a commitment to timely delivery, and a focus on problem-solving to ensure the safe and timely delivery of goods for clients across the United States and internationally.",51-200,17311 W Post Rd.,Las Vegas,US,Pyramid Logistics,customer_service@pyramid-logistics.com
Quality Move Management Inc.,qmm.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.99,"Quality Move Management Inc. (QMM) is a Canadian moving and storage company that offers local, long-distance, and international moving services for individuals and businesses. They provide packing, crating, and secure storage solutions, as well as self-storage options. QMM is affiliated with Allied Van Lines and specializes in cross-border moves, ensuring compliance with international laws and providing reliable estimates through their virtual video move estimate. Their team consists of experienced movers who focus on customer service throughout the moving process.",51-200,15014 135 Ave Nw,Edmonton,CA,Quality Move Management,info@qmm.com
Realstar Corp.,realstar.ca,REAL_ESTATE:0.94,"Realstar Corp. is a Canadian real estate company that offers rental apartments across nearly 200 communities in Canada. Their main functionality includes providing high-quality living spaces with amenities such as low VOC paints, 24/7 service support, and flexible lease terms. They also offer a mobile app for residents to manage their applications, make payments, and book elevators online. Realstar emphasizes community engagement through bus services and social events, while ensuring customer satisfaction throughout the moving process.",201-500,77 Bloor St. W.,Toronto,CA,Realstar,info@realstar.ca
Relocity,relocity.com,HUMAN_RESOURCES:0.94,"Relocity is a platform that streamlines the relocation process for employees and organizations through technology and personalized support. It offers a range of solutions, including self-serve apps for employees to manage their moves, a centralized platform for managing supplier information, and white-glove destination services tailored to various types of talent mobility. Key features include real-time visibility, trained professionals for service delivery, and tools for improving efficiency and reducing program costs while enhancing employee experiences.",51-200,10250 Constellation Blvd.,Los Angeles,US,Relocity,customersuccess@relocity.com
"RoadEx America, Inc.",roadexamerica.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"The website offers resources and information related to various aspects of life, including health, safety, education, and entrepreneurship. It provides details on specific topics such as mental health, economic development, and the impact of technology like AI and blockchain. Users can access news updates, educational materials, and tips for maintaining their personal data. The site also features a community space called Culturators, which connects individuals with local businesses and organizations.",51-200,1 E. Dominguez St.,Carson,US,RoadEx America,info@roadexamerica.com
Schumacher Cargo Logistics,schumachercargo.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Schumacher Logistic is a shipping company that specializes in international vehicle and car import services, as well as moving household goods, boats, and other cargo. They provide tailored logistics solutions for importing vehicles from various countries, including the USA, Canada, Australia, and New Zealand. Key features include online tracking of shipments, customs assistance, and specialized services like lift-on and roll-off transportation, ensuring efficient and reliable delivery throughout the moving process.",51-200,550 W. 135Th Street,Gardena,US,Schumacher Cargo Logistics,stevenp@sclusa.com
"SD Mayer Advisory, LLC",sdmayer.com,ACCOUNTING:0.96,"SD Mayer is a full-service accounting, advisory, and wealth management firm based in the San Francisco Bay Area. The firm offers a range of services including audit and assurance, tax planning, business transformation, financial reporting, and specialized consulting for nonprofits and small businesses. Key features include outsourced CFO services, cloud-based accounting solutions, succession planning, and retirement plan consulting, all aimed at supporting clients throughout their financial journey and achieving their goals.",51-200,2483 Washington Avenue,San Leandro,US,SD Mayer Advisory,info@sdmayer.com
SelfStorage.com,selfstorage.com,REAL_ESTATE:0.95,"SelfStorage.com is a platform that helps users find and book self-storage units across the United States. It offers a wide range of storage facilities, including climate-controlled, vehicle, and business storage options, with over 20,000 locations in the country. Users can search for available units based on size, type, and amenities, and the site provides tools to compare pricing, reviews, and customer service options. The platform also features an online move-in process and quick confirmation times for customers looking to rent or buy storage facilities.",51-200,10900 Re Blvd,Austin,US,SelfStorage.com,customerservice@selfstorage.com
SGT Auto Transport Corp.,sgtautotransport.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"SGT Auto Transport is a car shipping service that specializes in transporting vehicles across the United States and Canada. The company offers various transport options, including door-to-door, open car transport, express auto transport, and guaranteed pick-up services. Key features include 24/7 order tracking, competitive pricing based on market demand, and advanced route planning technology to ensure timely delivery. SGT also provides resources for customers, such as FAQs, tips, and industry trends related to car shipping.",51-200,80 Orville Dr,Bohemia,US,SGT Auto Transport,info@sgtautotransport.com
"Sirva Worldwide, Inc.",sirva.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.44, SUPPLY_CHAIN_AND_PROCUREMENT:0.44","Sirva Worldwide Relocation & Moving Services provides a range of relocation and moving solutions for both corporate clients and personal clients. Their services include corporate relocation, HR/Mobility programs, compensation consulting, and various moving products such as household goods and commercial moving. Sirva operates in over 190 countries, offering tailored solutions to meet the specific needs of their clients while ensuring a flexible and reliable moving experience. The company emphasizes research-driven insights to inform its decisions and supports individuals with disabilities during their moves.",1001-5000,101 E. Washington Blvd.,Fort Wayne,US,Sirva Worldwide,concierge@sirva.com
Smart City Locating,smartcitylocating.com,REAL_ESTATE:0.94,"Smart City Locating is a service that helps individuals find and book apartments in various cities across Texas, including Atlanta, Austin, Dallas, Denver, Fort Worth, and San Antonio. The platform offers personalized moving concierge services, which include assistance with utilities, WiFi setup, and insurance for moves. Users can easily search for suitable apartment spaces based on their preferences and budget, ensuring a streamlined process for finding the right place to live or work in their desired location.",201-500,4000 East Side Ave,Dallas,US,Smart City Locating,info@smartcitylocating.com
SmartMoving,smartmoving.com,"SAAS:0.44, SUPPLY_CHAIN_AND_PROCUREMENT:0.21","SmartMoving is an all-in-one software and CRM designed specifically for moving companies. Its main functionality includes automating sales processes, scheduling, managing customer interactions, and handling billing and accounting tasks to enhance profitability. Key features include automated lead-to-booked job management, real-time reporting, a dedicated success manager for onboarding support, and customizable tools that fit the specific needs of each company. The platform aims to streamline operations, improve efficiency, and increase revenue through streamlined processes and improved communication with customers.",51-200,12377 Merit Drive,Dallas,US,SmartMoving,billing@smartmoving.com
Solutions Metrix,solutionsmetrix.com,IT_SERVICES:0.98,"Metholodogy is a consulting firm that specializes in customer relationship management (CRM) solutions, particularly for Salesforce and Microsoft Dynamics 365. They offer services such as CRM implementation, optimization, system integration, and ongoing support to enhance customer relationships and improve operational efficiency. Their approach focuses on creating tailored strategies based on organizational goals, ensuring user adoption, and providing industry best practices to drive growth and innovation across various industries.",51-200,435 Nichols Road,Kansas City,US,Solutions Metrix,sales@solutionsmetrix.com
Storage Rentals of America,sroa.com,REAL_ESTATE:0.94,"Storage Rentals of America (SROA) provides affordable self-storage solutions for individuals and businesses. Customers can find nearby storage units, reserve them online, and manage their accounts through a range of options, including month-to-month leases and climate-controlled storage. The facilities feature 24/7 video surveillance, gated access, and resources like moving checklists and packing tips to assist customers in organizing their belongings. SROA aims to simplify the storage process for personal belongings, business inventory, and seasonal items.",201-500,2751 South Dixie Hwy,West Palm Beach,US,Storage Rentals of America,contact@sroa.com
Staples,staples.com,RETAIL:0.91,"St Staples is an online store that offers a wide range of office supplies, including paper, printers, furniture, cleaning supplies, and technology products. The main functionality of the website allows customers to browse and purchase items such as desktops, laptops, safety equipment, and school supplies. Key features include custom print services, promotional products, and special deals on various products, along with options for shipping and moving supplies. Customers can also access resources like eBooks and newsletters to stay informed about trends and new product arrivals.",10001+,500 Staples Drive,Framingham,US,Staples,help@staples.com
Sterling Corporation,sterlingmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.9,"Sterling Corporation provides moving and logistics services for both commercial and residential clients. Their main functionality includes organizing the entire move process from planning to completion, ensuring a smooth experience for individuals and organizations. Key features include specialized transportation, warehousing, furniture installation, and recycling of items that are no longer viable after the move. They also offer project management services, including in-person consultations and expert management for various industries such as healthcare, technology, and manufacturing.",51-200,263 Lorum St.,Tewksbury,US,Sterling,ap@sterlingmail.com
StorageMart,storage-mart.com,REAL_ESTATE:1.0,"StorageMart offers a variety of self-storage units across multiple locations in the United States and Canada. The service provides secure, clean storage solutions for individuals, businesses, military personnel, and students, along with specialized options like climate-controlled storage, vehicle storage, and boat storage. Customers can easily find nearby StorageMart units through an online search tool, and the company emphasizes customer support and personalized assistance throughout the rental process. Additional features include a mobile app for easy access to unit information and pricing, as well as resources for packing and moving tips.",201-500,520 8Th Ave,New York,US,StorageMart,dpo@storage-mart.com
StoragePRO,storagepro.com,REAL_ESTATE:1.0,"StoragePRO is a self-storage service that offers secure storage solutions across 140 locations in California, New York, and other states. The main functionality includes providing customers with access to various unit sizes, such as XS, 10x10, and XL, along with services like online payment, bill payments, and customer support. StoragePRO also offers additional features like free shipping on orders over $100 and a Touchless Rentals™ program for easier rental management.",51-200,1615 Bonanza Street,Walnut Creek,US,StoragePRO,results@storagepro.com
Sunrise Senior Living,sunriseseniorliving.com,HEALTHCARE:0.99,"SPES Super Speciality Hospital offers a range of healthcare services including emergency care, general medicine, pediatrics, and specialized medical treatments. The hospital provides 24/7 emergency care through its emergency department and employs advanced medical professionals for various conditions such as neurology, neurosurgery, neonatology, urology, and respiratory health. Additionally, SPES has a pharmacy that offers convenient access to medications at any time and is equipped with modern facilities for patient comfort and treatment.",10001+,7902 Westpark Drive,Mclean,US,Sunrise Senior Living,pamela.parker@sunriseseniorliving.com
SRE,superiorrigging.com,CONSTRUCTION:0.88,"SRE is a company that provides crane rental, rigging, steel erection, and warehouse services. They offer operated and maintained crane rentals for various load capacities ranging from 4 to 550 tons, as well as specialized rigging, heavy transport, and custom steel fabrication. Additionally, SRE offers warehousing solutions with 92,000 square feet of indoor and outdoor storage across multiple locations in the Southeast, catering to industries such as aerospace, aviation, healthcare, and construction.",51-200,3250 Boggy Creek Road,Crane,US,SRE,info@superiorrigging.com
Superior Van & Mobility,superiorvan.com,AUTOMOTIVE:0.95,"Superior Van & Mobility offers a range of new and used wheelchair vans, power lifts, and mobility solutions for individuals with disabilities. Their main functionality includes selling accessible vehicles, providing rental options for short-term or long-term use, and offering customized modifications to meet individual mobility needs. Key features include a wide selection of commercial commercial vehicle models, financing options, and free consultations with mobility consultants to help customers find the right vehicle for their lifestyle requirements. The company also provides after-hours service appointments and installation support for ADA-compliant equipment.",51-200,1506 Lake Shore Ct,Louisville,US,Superior Van & Mobility,contactus@superiorvan.com
TAB,tab.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.85, MANUFACTURING:0.07","TAB offers a range of storage and labeling solutions for businesses to manage their document assets efficiently. Their main products include file folders, labels, storage cabinets, and mobile metal shelving, all designed to enhance the security and efficiency of data management. TAB also provides services such as electronic records management, document imaging, and offsite box audits to help organizations transition to digital workflows and improve compliance with regulations. Additionally, they offer custom labeling services and smart lockers tailored to specific needs.",201-500,605 Fourth Street,Mayville,US,TAB,payment@tab.com
InStore Group,theinstoregroup.com,BUSINESS_PRODUCTS_AND_SERVICES:1.0,"InStore Group is a retail merchandising company that provides comprehensive in-store execution services for brands, wholesalers, and sales agencies. Their main functionality includes managing inventory, resets, stock rotation, product ordering, and planogram Merchandising to ensure timely delivery of goods across multiple stores. Key features include real-time data visibility, custom dashboards and analytics, in-house auditing, and a focus on national coverage and reliability, allowing clients to focus on growth without the burden of managing their own operations.",201-500,11325 N Community House Rd,Charlotte,US,InStore Group,djohnson@theinstoregroup.com
The USIM,theusim.com,ADVERTISING_AND_MARKETING:1.0,"USIM is a full-service media planning and buying agency that specializes in media marketing services. It offers a range of solutions including media buying, research, analytics, advanced media strategies, and integrated media planning to enhance brand visibility and effectiveness. Key features include AI-based targeting and optimization through mixed media budgets, bespoke trade zones for precise lead generation, and omnicultural media strategies tailored for multicultural consumers. The agency focuses on delivering measurable results and improving return on investment (ROI) for its clients through data-driven insights and technology.",201-500,2603 Main St,Irvine,US,The USIM,info@theusim.com
"Tosca Services, LLC",toscaltd.com,"MANUFACTURING:0.77, BUSINESS_PRODUCTS_AND_SERVICES:0.08","Tosca offers reusable packaging solutions designed to improve supply chain efficiency and sustainability. Their products include crates, bins, pallets, and dollies that can be used in various industries such as food, agriculture, and online grocery. Tosca provides services like automation consulting, compliance advice, and training to help businesses transition to reusables, which can lead to significant cost savings and reduced waste. The company also focuses on creating a more eco-friendly environment by reducing plastic waste and improving product quality throughout the supply chain process.",1001-5000,1175 Peachtree St.,Atlanta,US,Tosca Services,customerexperience@toscaltd.com
