company_name,domain,employee_count,hq_location,company_linkedin_url,infra_check,infra_titles_found,infra_reasoning,dev_count,contact_name,contact_title,contact_linkedin,_has_verified_buyer,_hiring_job_title,_hiring_job_url,_hiring_job_posted,_hiring_job_description
Arkestro,arkestro.com,123,"San Francisco, CA",https://www.linkedin.com/company/arkestro,REVIEW,"""Director of Engineering Operations"" is an adjacent/unnamed infra signal: ""Director of Engineering Operations Director of Engineering Operations at Arkestro""; ""Director of Engineering Operations"" is an adjacent/unnamed infra signal: ""Director of Engineering Operations""","""Director of Engineering Operations"" is an adjacent/unnamed infra signal: ""Director of Engineering Operations Director of Engineering Operations at Arkestro""; ""Director of Engineering Operations"" is an adjacent/unnamed infra signal: ""Director of Engineering Operations""",8,Ben Leiken,CTO,https://www.linkedin.com/in/benleiken,yes,Senior Site Reliability Engineer,https://job-boards.greenhouse.io/arkestroinc/jobs/5173617007,2026-06-25 11:25:30,"Arkestro's Predictive Procurement Platform applies AI, game theory, and behavioral science to enterprise negotiations. It moves teams away from reactive supplier bidding toward data-driven offers that reduce friction and help both buyers and suppliers reach better outcomes faster. Arkestro helps procurement teams influence more enterprise spend and uncover savings that traditional sourcing approaches often leave behind by applying predictive intelligence to how sourcing events are designed and executed. We’re a hyper-growth company looking for people who take ownership and are comfortable working through complexity. This is a tremendous opportunity if you want to do meaningful work and help shape how large enterprises run procurement… Arkestro is a place where you can have a big impact. See Arkestro in action at arkestro.com. About the Role Arkestro is hiring for a Senior SRE Engineer to manage our performance and reliability for our software platform and infrastructure. The right candidate will own and develop our infrastructural components. They will be responsible for managing the deployment of product updates, identifying production issues, and improving infrastructure across the platform. They will collaborate with software engineers, data scientists, data engineers, as well as product managers and other functions across the company. Responsibilities: Building and setting up new development tools and infrastructure Working on ways to automate and improve development and release processes Management of existing cloud infrastructure Document and act as subject matter expert for practices and policies involving infrastructure Improve reliability, quality, and time-to-market of our suite of software solutions Measure and optimize system performance, with an eye toward pushing our capabilities forward, getting ahead of customer needs, and innovating for continual improvement Provide primary operational support and engineering for distributed software applications Continuously integrate production context back into the development lifecycle, ensuring the system learns from past incidents to prevent recurring issues An ideal candidate has: 5+ years of experience with various AWS products, like S3, RDS, Elastic Containers, etc 5+ years of experience with Kubernetes or other orchestration products 3+ years of experience with Infrastructure as Code 3+ years of experience with using observability platforms and log management, like Datadog, Splunk, Rigor, etc 6 months+ of experience working with LLMs, prompt engineering, harness engineering, or AIOps tooling 6 months+ of SDLC AI native usage via Claude Code, Claude Cowork or similar Excellent communications skills, the ability to learn on the fly, and a desire for ownership Pay Range $160,000—$180,000 USD Arkestro is committed to providing our employees with a benefits package designed to give you the flexibility you need to ensure a healthy life/work balance. Arkestro offers our employees great bene"
Centuria,centuria.com,201,"Reston, VA",https://www.linkedin.com/company/centuria,REVIEW,"""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer Linux Systems Administrator | System Engineer NOA""; ""Mechanical Engineer Iii"" is an adjacent/unnamed infra signal: ""Engineer Iii Mechanical Engineer III at Centuria Systems engineering on the NEXRAD weather radar system. Designing ret""; ""Electronics Electrical Engineer Ii"" is an adjacent/unnamed infra signal: ""II @ Centuria | MSCS - UT Austin & BSCE - OkState Systems Engineering""","""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer Linux Systems Administrator | System Engineer NOA""; ""Mechanical Engineer Iii"" is an adjacent/unnamed infra signal: ""Engineer Iii Mechanical Engineer III at Centuria Systems engineering on the NEXRAD weather radar system. Designing ret""; ""Electronics Electrical Engineer Ii"" is an adjacent/unnamed infra signal: ""II @ Centuria | MSCS - UT Austin & BSCE - OkState Systems Engineering""",1,,,,no,Open Shift Architect,https://jobs.lever.co/centuria/0138c042-84dc-48c4-a742-71d2365ea2a9,2026-06-26 0:00:00,"Job Title: Open Shift Architect Location: College Park, MD Company/ Program Description: Centuria, a Service-Disabled Veteran-Owned Small Business (SDVOSB), has been delivering IT, Engineering, and Scientific solutions to the Federal Government since 2002. During our two decades of service we have earned the trust and respect of our government clients for the simple reason that we have great people who are experts in their fields and take pride and ownership in everything they do. The Washington Post has recognized Centuria Corporation as one of the top workplaces in the DC Metro area for 2024. This award celebrates nationally recognized companies that make the world a better place to work together by prioritizing a people-centered culture and giving employees a voice. The Top Workplaces USA award is based entirely on feedback from an employee engagement survey completed by the employees of participating workplaces. Centuria is honored to have been awarded this distinction. Job Responsibilities: Lead the design and architecture of scalable, secure, and highly available container platforms using Red Hat OpenShift Establish enterprise reference architectures, standards, and design patterns for containerized workloads Oversee deployment, upgrade, and lifecycle management strategies for OpenShift clusters. Both OVE and OKE Clusters Evaluate and recommend infrastructure designs for hybrid, multi-cloud, and on-prem environments Ensure container platform designs comply with Federal security requirements (e.g., NIST 800-53, FedRAMP, or agency-specific standards) Lead migration strategies for transitioning legacy applications to container-based architectures and migrating VMware VMs into Open Shift OVE Provide technical leadership to engineers, DevOps teams, and Government stakeholders Develop and review high-level and low-level architecture documentation, including diagrams, roadmaps, and implementation plans Serve as escalation point for complex platform issues and architectural decisions Mentor junior and mid-level engineers and provide knowledge transfer to Government staff Job Requirements: Deep expertise with Red Hat OpenShift architecture and operations Multi-cluster design and management Cluster sizing, capacity planning, and performance tuning OpenShift upgrades, lifecycle management, and platform governance OpenShift virtualization and container-native storage concepts Platform observability, monitoring, logging, and alerting Advanced understanding of Kubernetes internals Networking, ingress, service meshes, and DNS Security contexts, RBAC, admission controllers, and policies Stateful and stateless workloads Operators and Custom Resource Definitions (CRDs) High availability and disaster recovery architectures Cloud & Infrastructure Experience Amazon Web Services (AWS) Microsoft Azure Google Cloud VMware and on-premises environments Hybrid and multi-cloud architectures Key infrastructure knowledge: Compute, storage, and networking Load"
U.S. Financial Technology,usfintech.com,330,"Bethesda, MD",https://www.linkedin.com/company/usfintech,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",1,Farhad Fariba,CTO,https://www.linkedin.com/in/farhadfariba,yes,DevOps Engineer,https://careers-usfintech.icims.com/jobs/2412/devops-engineer/job,2026-06-25 0:00:00,"OVERVIEW The Company U.S. Financial Technology (U.S. FinTech) is seeking an experienced DevOps Engineer to join our team of talented professionals. This is a full-time remote opportunity. U.S. FinTech built and operates the largest and most advanced mortgage securitization platform in the world, supporting the Uniform Mortgage-Backed Security (UMBS) of Fannie Mae and Freddie Mac. Supporting 70% of the mortgage-backed securities in the market, U.S. FinTech provides best-in-class single-family issuance, bond administration, disclosure, and tax services. We support a broad portfolio of products for our clients with full lifecycle management. Our market-leading, cloud-based, end-to-end platform executes transactions on an extraordinary scale which has bolstered liquidity in the secondary mortgage market, one of the largest and most important financial markets in the world. Our unique approach to securitization combines the best minds in financial services with the know-how, flexibility, and innovation of leading technologists. RESPONSIBILITIES Job InformationAre you a hands-on engineer who thrives on building robust, scalable systems? Join our dynamic Cloud Monitoring SRE team where you'll architect and maintain mission-critical cloud infrastructure while working with cutting-edge technologies. This role is perfect for a strong coder who wants to drive operational excellence through automation, intelligent monitoring, and modern DevOps practices. You'll work closely with development teams in a fast-paced environment where your technical skills directly impact system reliability and customer experience. Key Job Functions Infrastructure & Automation: Design and implement scalable infrastructure solutions using AWS services and Infrastructure as Code Build robust CI/CD pipelines with comprehensive testing and automated deployment capabilities Develop monitoring and alerting systems using CloudWatch, Splunk, and modern observability tools Automate operational processes to eliminate manual work and reduce human error System Reliability & Performance: Maintain high availability and performance of large-scale cloud platforms Implement proactive monitoring solutions for system health, performance metrics, and capacity planning Execute strategic patching cycles and infrastructure maintenance with minimal downtime using AWS suite of services Design disaster recovery and business continuity solutions Security & Compliance: Collaborate with InfoSec teams to implement automated vulnerability remediation workflows Build security-first infrastructure with proper access controls and audit trails Develop compliance monitoring and reporting automation Development & Innovation: Write clean, maintainable code in Python and other modern languages Create comprehensive unit and integration tests for infrastructure code Build internal tools and dashboards to improve team productivity Evaluate and implement emerging technologies including AI/ML tools where they add operati"
Inovatec,inovatec.com,138,"Vancouver, British Columbia",https://www.linkedin.com/company/inovatec-systems,REVIEW,"""Head of Product Engineering Operations"" is an adjacent/unnamed infra signal: ""Head of Product Engineering Operations Head of Product Engineering Operations at Inovate""","""Head of Product Engineering Operations"" is an adjacent/unnamed infra signal: ""Head of Product Engineering Operations Head of Product Engineering Operations at Inovate""",9,,,,no,Director of Infrastructure Operations,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=5ea56c39-f3b5-4b97-8466-4f2cac4c987c&jobId=573547,2026-06-25 19:07:00,"Director of Infrastructure Operations Summary Inovatec is hiring a Director of Infrastructure Operations to lead the people, practices, and platforms behind our cloud and product infrastructure. You will be accountable for the reliability, scalability, security, and cost-efficiency of the cloud platforms that power our SaaS products and the financial institutions we serve. You'll lead a team spanning Cloud Infrastructure Engineers, and Administrators, partnering closely with the Cloud Infrastructure Architect, Product Engineering team, IT, Security and Compliance, and Product Operations to ensure our infrastructure scales with the business. Reporting to the CIO, you will align infrastructure execution to enterprise technology strategy and the CIO’s roadmap, while owning the team, the operating rhythm, and day-to-day delivery. What You’ll Do Leadership, Management & Accountability (LMA) * Provide direct people leadership for the Cloud Infrastructure team (Cloud Infrastructure Engineers and Administrators), owning hiring, coaching, performance, development, and team health * Set clear expectations, priorities, and accountabilities through a structured operating cadence (1:1s, team rituals, quarterly goals) * Align with the CIO on enterprise technology strategy, translating direction into executable team plans and delivery outcomes * Partner with the Cloud Infrastructure Architect to operationalize architectural direction across the team * Foster a culture of ownership, automation-first thinking, and engineering excellence * Champion intent-based leadership, growing autonomy, decision-making, and technical depth within the team Infrastructure Strategy & Operating Model * Translate the CIO’s enterprise technology strategy into an infrastructure operations roadmap with clear outcomes and milestones * Mature governance, standards, and repeatable processes for Infrastructure change and release management * Champion cross-functional alignment to enable scalable, secure delivery * Improving the team’s documentation discipline, including knowledge base standards, runbooks, and training material aligned with ITIL practices Cloud Platform Operations * Oversee the operation of our Azure-native cloud platform (and adjacent cloud services), including availability, performance, and cost * Mature infrastructure change management and continuous reliability improvements * Continually drive infrastructure-as-code (IaC) and automation as the default way of working * Maintain and evolve deployment patterns, environment standards, and platform guardrails Product Infrastructure & SDLC Enablement * Oversee the CI/CD pipelines and product delivery infrastructure that support the SDLC * Partner with Development, QA, and Product Operations to remove SDLC bottlenecks and accelerate safe delivery * Drive automation across build, deploy, and environment provisioning * Ensure product infrastructure meets performance and scalability requirements"
Chefman,chefman.com,171,"Mahwah, NJ",https://www.linkedin.com/company/chefman,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",5,,,,no,Tech Lead,https://job-boards.greenhouse.io/chefman/jobs/4222037009,2026-06-25 18:26:19,"Chefman is one of North America’s leading brands of small kitchen appliances. We are on a mission to exceed expectations with our commitment to building best-in-class products to cook the food we all love. We are hard at work to realize our vision of crafting the world’s most desired kitchen appliances. We know what it's like to grow a business and hit walls you didn't see coming. In 2017, one of those walls was supply chain — and we realized we weren't alone. So, we built SAYDAR: software designed from the ground up to make supply chain simple, autonomous, and within reach for hardworking businesses of every size. Our team of software developers, and design experts have worked tirelessly to create an unparalleled supply chain solution, it's not a finished product — it's a commitment we keep improving alongside our customers. We are seeking a highly technical, AI forward Tech Lead for our supply chain software, SAYDAR, to drive the evolution of our platform, infrastructure, and intelligent systems. This role is ideal for someone who thrives at the intersection of software engineering, scalable architecture, cloud infrastructure, and applied AI. You will lead the technical direction for backend systems, DevOps, and platform performance while identifying opportunities to leverage AI, automation, and modern engineering practices to improve efficiency, scalability, and user experience. Responsibilities • Define and lead the technical strategy across backend architecture, infrastructure, DevOps, and AI enabled engineering initiatives • Architect scalable, secure, and high performance systems capable of supporting increasing traffic, connected device ecosystems, and future platform growth • Identify opportunities to integrate AI driven solutions, automation, and intelligent tooling into both customer facing products and internal operations • Lead initiatives focused on platform optimization, reliability, observability, and operational efficiency • Drive infrastructure modernization across cloud environments, CI/CD pipelines, monitoring systems, logging frameworks, and deployment automation • Oversee backend services, APIs, integrations, databases, and frontend infrastructure to ensure long term scalability and maintainability • Evaluate emerging technologies, frameworks, AI platforms, and engineering tools that can improve developer productivity and system performance • Establish engineering standards, code quality expectations, architectural best practices, and scalable development processes • Implement proactive monitoring, alerting, analytics, and AI assisted diagnostics to reduce downtime and improve system health visibility • Partner cross functionally with product, engineering, and leadership teams to align technical strategy with business objectives • Mentor engineers while serving as a hands-on technical leader deeply involved in architecture and execution • Drive infrastructure and cloud cost optimization strategies while balancing sca"
Worker's Compensation Insurance Rating Bureau,wcirb.com,205,"San Francisco, California",https://www.linkedin.com/company/worker-s-compensation-insurance-rating-bureau,REVIEW,"""Sr Systems Engineer"" is an adjacent/unnamed infra signal: ""Sr Systems Engineer Sr. Systems Engineer at WCIRB California Implemen""","""Sr Systems Engineer"" is an adjacent/unnamed infra signal: ""Sr Systems Engineer Sr. Systems Engineer at WCIRB California Implemen""",2,,,,no,Senior DevOps Engineer - Hybrid,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=bb244608-e6f4-40bb-bc83-efdedb8af462&jobId=592408&ccId=9200849098575_2,2026-06-25 19:29:00,"For over a century, the Workers' Compensation Insurance Rating Bureau of California (WCIRB) has been California's trusted, objective provider of actuarially based information and research, advisory pure premium rates and educational services integral to a healthy workers' compensation system. The WCIRB is a California unincorporated, private, nonprofit association comprised of all companies licensed to transact workers' compensation insurance in California. The operations of the WCIRB are funded primarily by membership fees and assessments; no state money is used to fund its operations. The WCIRB is a stable company and a proven leader in the workers’ compensation insurance industry nationwide. The WCIRB performs a number of functions to accurately measure the cost of providing workers' compensation benefits and ensure a healthy workers’ compensation system. To learn more about our company, please visit About Us | WCIRB California [https://www.wcirb.com/about-us]. The WCIRB employs approximately 175 people with the average tenure of over 10 years. We are committed to fostering a healthy, safe and diverse work environment leading to a dedicated, collaborative and innovative workforce This is a hybrid position where approximately 40% of the work time is spent at the home office in San Francisco, California. Summary The Senior DevOps Engineer must possess strong problem-solving, analytical, and deep technical skills in Azure cloud, container, automation ecosystems, and collaboration with software engineering, QA, security, data, and infrastructure teams. The role drives pipeline standards and controls, integration across build/test/deploy tooling, and SDLC governance to ensure predictable, compliant, and high-quality software delivery for the WCIRB. An individual who is proactively constructive, comfortable offering alternative solutions, and dedicated to continuous improvement. Essential Duties and Responsibilities * Lead implementation, and management of our Azure cloud infrastructure and DevOps practices. * Design, and implement secure, scalable pipelines and platform automation using tools like Azure DevOps Pipelines to support multiple teams across environments (dev/test/stage/prod). * Establish and enforce pipeline controls and standards (branching strategies, approvals, policy gates, artifact integrity, segregation of duties) aligned to SDLC governance and compliance frameworks. * Integrate and orchestrate quality, security, and reliability tooling into pipelines (unit/integration tests, SAST/DAST/secret scanning, dependency checks, etc.). * Automate infrastructure using Infrastructure-as-Code (IaC) and GitOps practices (e.g., Bicep, ADO) across cloud and on-prem environments. * Enable release management (environment promotion, rollback strategies) and maintain artifact repositories and package signing. * Build and maintain container platforms (Docker, Azure containers), including autoscaling. * Implement security best pra"
Gauntlet,gauntlet.xyz,60,"New York, New York",https://www.linkedin.com/company/gauntlet-xyz,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",3,Rei Chiang,CTO,https://www.linkedin.com/in/reichiang,yes,Infrastructure Engineer,https://jobs.lever.co/gauntlet/56230d07-8402-4ed8-99d2-cc76391108fa,2026-06-25 0:00:00,"You will help build the infrastructure behind one of the largest asset managers in onchain finance. Gauntlet serves $1.5B+ in client TVL, and the platform that ships and runs it is small, modern, and yours to shape. This is the team's second infrastructure hire, you'll work directly with our infra/platform lead, own real surface area from week one, and have a genuine say in the tools, patterns, and direction we take. If you want hands-on ownership of a cloud-native platform rather than a narrow slice of someone else's, read on. About Gauntlet Gauntlet builds the financial systems of the future. While much of onchain finance is focused on point solutions, we operate across the entire stack to offer best-in-class vault products. Today we serve over $1.5B in client TVL across some of the largest fintechs/neobanks, protocols, exchanges, and capital allocators in crypto — and, increasingly, traditional asset management. Our team brings together traditional finance and crypto-native expertise to deliver durable, sophisticated products for institutional clients moving onchain. The role Infrastructure & Security keeps Gauntlet's services shipping safely and reliably. Today it's effectively one engineer carrying both large, org-spanning initiatives (platform build-out, SOC 2, deployment security) and the steady stream of day-to-day requests from product teams. You'll take real ownership of that workload across our GCP, Kubernetes, and Terraform stack: unblocking application teams, hardening CI/CD, and driving infrastructure projects end-to-end so the platform can scale with the company. You'll partner closely with the application teams (Aera, Vault Curation) and with Security. \n What you'll do; Support the application teams: turn around infra requests (permissions, roles, service setup, project peering) so product engineers stay focused on shipping. Own CI/CD and deployments: maintain and extend our GitHub Actions workflows and help migrate toward a dedicated CD tool with proper permissioning — the goal is fully automated, locked-down deploys via service accounts, no direct engineer access to production. Build and maintain infrastructure as code: author and update Terraform modules for new and existing services across GCP environments. Run Kubernetes the right way: manage service deployments via Helm (we're on Helm 4) keep async workloads healthy on Dagster. Unify observability (likely first project): consolidate today's per-team alerting into a single view — system-to-system dashboards plus incident alerting that routes upstream service/vendor failures to the right impacted teams and on-call rotations. Advance resilience: help move us toward a fully region- and cloud-agnostic posture so services can pick up and move if something fails. Strengthen security & access: apply IAM, secrets management, least privilege, and auditability; contribute to SOC 2 readiness. Automate with AI: build agent skills / agents.md so routine tasks (provisioning access, simpl"
Fictiv,fictiv.com,484,"San Francisco Bay Area, CA",https://www.linkedin.com/company/fictiv,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",7,Tim Chang,VP of Engineering,https://www.linkedin.com/in/timtschang,yes,Lead Cloud DevOps Engineer (Oakland Office),https://job-boards.greenhouse.io/fictiv/jobs/8401268002,2026-06-25 17:11:48,"About MISUMI Americas MISUMI Americas, a division of MISUMI Group, is a leading provider of standard, configurable, and custom manufacturing solutions. By integrating a vast catalog of components with a world-class digital manufacturing platform, MISUMI Americas empowers engineers and procurement teams to accelerate innovation across the entire product lifecycle. With operations in the San Francisco Bay Area and Chicago, the company serves as a vital partner for the most innovative companies in the Americas. Lead Cloud DevOps Engineer Location: Oakland, CA (Onsite / Local Candidates Required) Salary Range: $180,000 – $220,000 USD (base salary) Impact in This Role Fictiv is seeking a Lead Cloud DevOps Engineer with 10+ years of experience designing, building, and operating production-grade cloud infrastructure at scale. This is a hands-on, highly technical role—not advisory. You will lead infrastructure initiatives end to end, from architecture and planning through implementation, debugging, and optimization, supporting a growing, multi-regional global platform. This role requires deep, practical expertise in AWS, with a strong emphasis on CloudFormation, as well as extensive hands-on Node.js development experience used to build internal tools, automation, services, and platform capabilities. You will partner closely with engineering, security, and product teams to ensure reliability, scalability, security, and cost efficiency across our cloud infrastructure. This position is based in Oakland, CA. Candidates must be located in the Oakland / greater Bay Area and able to work onsite as required. Areas of Responsibility * Design, build, and maintain AWS infrastructure using CloudFormation as the primary Infrastructure-as-Code tool * Own and evolve AWS environments to support high availability, scalability, failover, and security * Lead infrastructure projects from planning through execution, mentoring and guiding a small team * Build and maintain Node.js–based tools and services for automation, deployment workflows, monitoring, and platform operations * Design, implement, and maintain CI/CD pipelines for infrastructure and application deployments * Set up and manage logging, monitoring, and alerting solutions across AWS environments * Perform infrastructure upgrades and improvements while minimizing downtime * Troubleshoot and resolve complex production issues across infrastructure, applications, and CI/CD systems * Drive initiatives to improve performance, reliability, security posture, and cloud cost efficiency * Collaborate with cross-functional engineering, security, and operations teams * Maintain clear documentation for infrastructure, automation, and operational processes * Contribute to and uphold Fictiv’s Quality Management System (QMS) Required Qualifications Location * Must be located in the Oakland, CA / greater Bay Area * Ability to work onsite as required Work Authorizati"
Skylo Technologies,skylo.tech,170,"Mountain View, California",https://www.linkedin.com/company/skylotech,REVIEW,"""Senior Wireless Systems Engineer"" is an adjacent/unnamed infra signal: ""Senior Wireless Systems Engineer""; ""Senior Engineer"" is an adjacent/unnamed infra signal: ""Senior Engineer Application, Data & Systems Engineer @ Skylo Technologies""; ""Wireless Systems Engineer"" is an adjacent/unnamed infra signal: ""Wireless Systems Engineer""","""Senior Wireless Systems Engineer"" is an adjacent/unnamed infra signal: ""Senior Wireless Systems Engineer""; ""Senior Engineer"" is an adjacent/unnamed infra signal: ""Senior Engineer Application, Data & Systems Engineer @ Skylo Technologies""; ""Wireless Systems Engineer"" is an adjacent/unnamed infra signal: ""Wireless Systems Engineer""",2,Meenakshisundaram Sivasubramaniam,VP of Engineering,https://www.linkedin.com/in/smsundaram,yes,Senior Cloud Infrastructure Engineer,https://jobs.ashbyhq.com/skylo/b68e30b5-468e-44fe-9d8d-79f5b411c967,2026-06-25 0:00:00,"The world still has coverage blind spots. You could help eliminate them at Skylo. Skylo has pioneered a standards-based approach to satellite connectivity. We connect smartphones and IoT devices directly to satellites. No special hardware, no entirely new networks. Just billions of existing devices, suddenly reachable anywhere on Earth. We're not building toward this future. We're already in it. Our direct-to-device service is live on millions of activated devices across five continents, covering more than 72 million square kilometers, in partnership with leading satellite operators, mobile network operators, Tier-1 chipset makers, and OEMs worldwide. And we're just getting started. At the heart of it all is Skylo's commercial NTN vRAN: a 3GPP standards-based, cloud-native platform that seamlessly bridges terrestrial and satellite networks. It's the infrastructure that makes true anywhere, anytime connectivity possible. When you join Skylo, you'll work at the intersection of three markets reshaping how the world stays connected: mass-market consumer devices, automotive, and industrial IoT. Enabling people outdoors and critical workflows in the world's most remote places. This is a rare chance to work on technology that matters, at a company that's already proving it works About Skylo Skylo is a global Non-Terrestrial Network service provider based in Mountain View, CA, offering a service that allows smartphone and IoT cellular devices to connect directly over existing satellites. Skylo’s direct-to-device service is now live on millions of activated devices across five continents, with more than 60 million square kilometers of coverage, in partnership with multiple satellite operators, mobile network operators (MNOs), Tier-1 chipset makers, and OEMs. Devices connected over satellite are managed and served by Skylo's commercial NTN vRAN, featuring a 3GPP standards-based cloud-native base station and core. Skylo provides anywhere, anytime connectivity solution that seamlessly roams between terrestrial and satellite networks. Our focus is on enabling connected services for people outdoors and connected workflows across three main verticals: mass-market consumer devices, automotive, and industrial IoT. This role is located Mountain View, CA where we are onsite 3 days a week in office. Summary Of How You Will Impact Skylo Skylo is hiring a Cloud Infrastructure Engineer to design, implement, and manage our hybrid cloud infrastructure. This role is responsible for ensuring seamless connectivity between cloud and on-premise systems, leveraging Infrastructure as Code (IaC) to automate and optimize our platform. You will be a key contributor to building a resilient and efficient platform that is transforming global connectivity. How You Will Contribute Design, implement, and manage scalable and secure hybrid cloud infrastructure, integrating seamlessly with on-premise infrastructure. Deploy infrastructure-specific components and establish secure VPN/tunn"
Illumination Works LLC,ilwllc.com,134,"Beavercreek, OH",https://www.linkedin.com/company/illumination-works,REVIEW,"""Sr Consultant"" reads as an external/fractional DevOps variant: ""batch data pipelines.Developed and managed Azure DevOps (ADO) pipelines and VM image configurations, focu""; ""Devops Engineer Contractor"" reads as an external/fractional DevOps variant: ""Devops Engineer Contractor Cloud Engineer Utilize pipeli""","""Sr Consultant"" reads as an external/fractional DevOps variant: ""batch data pipelines.Developed and managed Azure DevOps (ADO) pipelines and VM image configurations, focu""; ""Devops Engineer Contractor"" reads as an external/fractional DevOps variant: ""Devops Engineer Contractor Cloud Engineer Utilize pipeli""",6,Jon Mitchell,CTO,https://www.linkedin.com/in/jon-mitchell-9a98374,yes,DevOps Engineer,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=8121f84b-e5e9-4dd2-8d6b-05ce4c46080b&jobId=918417&ccId=9200055961405_2,2026-06-24 16:51:00,"Location and Travel Details: Hybrid Onsite Hill Air Force Base (Ogden, UT) As a DevOps Engineer, you will address DevOps within Air Force Cloud One to include Azure DevOps Pipelines, Terraform, PowerShell management commands, thousands of lines of code, and Gitlab process controls. The key responsibilities of a DevOps Engineer include: * Design and implement secure automation solutions for development, testing, and production environments * Provide packaging/deployment capability to deliver products to point of need, including multiple cloud-based solutions * Support multiple agile teams across various platforms, environments, and instances * Incorporate best practices to increase the quality and velocity of deployments * Implement security best practices and configuration management * Increase system performance with a focus on high availability and scalability * Employ infrastructure as code paradigm to increase automation, scalability, and reliability * Provide technical leadership and direction in the DevSecOps domain Do you have what it takes? Are you driven to implement creative solutions that unravel complex and ever-changing challenges? We value passion, curiosity, and perseverance with an ability to communicate ideas and results to diverse audiences. We look for people who thrive in collaborative and independent assignments, have the aptitude to learn new data quickly, and who are willing to mentor junior team members. Required skills for this job include: * 3-5 years’ experience in a production level software/systems engineering or related position * Must have existing Secret Clearance * Acceptable candidates must successfully pass a drug test and background screen * Experience working with Developers, DevOps, and Engineering teams in a dynamic environment to promote and implement DevSecOps throughout the organization * Expertise with the specific DevOps tools of Azure DevOps, Terraform, GitLab, Playwright * Expertise in Azure * Experience coordinating and performing vulnerability assessments through the use of automated and manual tools (Tenable, NMAP, etc.) * Ability to review and analyze vulnerability data to identify security risks to the organization’s network, infrastructure, and applications * Capability to prepare security vulnerability and risk management reports for management * Familiar with Information Security frameworks/standards (i.e., CIS, NIST, etc.) * Comprehension in the security areas of Key Management Systems, Certificate Management, Encryption, Vulnerability Scanning, Security and Monitoring tools, etc. * Bachelor’s degree in Computer Science or related field Nice to have skills for the job: * Proficiency in Python, JavaScript, PowerShell, Bash, C/C++, C#, etc. * Experience configuring, implementing, and leveraging computer security and networking diagnostic/monitoring tools * Experience with Kubernetes * Experience with common other DevOps related tools, such as Jenkins, Docker"
Citian,citian.com,52,"Washington, District of Columbia",https://www.linkedin.com/company/citian,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",8,Jeffrey Lee,VP of Engineering,https://www.linkedin.com/in/jeffreyylee,yes,DevOps Engineer,https://job-boards.greenhouse.io/citian/jobs/5275354008,2026-06-24 15:59:43,"Citian is a fast growing, venture backed SaaS technology company based in Washington, DC. Our software solutions revolutionize how our transportation and infrastructure systems – roads, rail, transit, bicycle, pedestrian – operate. Our tech solutions: Reduce traffic fatalities Enhance pedestrian accessibility Empower system operators to save time & money You’ll work with some of the brightest minds in the software and transportation industries. Our engineers and data scientists apply the latest in emerging tech, Artificial Intelligence, and Machine Learning to build smarter, more advanced tools for our diverse client base. We work with clients across the United States, with global ambitions in the years ahead. Who You Are: As a DevOps Engineer at Citian, you will be responsible for supporting the development and deployment of cloud-based infrastructure and accompanying documentation. As a self-starter, you are not afraid to take ownership of projects and can handle the challenges that come with a rapidly evolving startup. You are resourceful, innovative, and continuously seek opportunities to improve processes and drive efficiency. Your strong communication and collaboration skills enable you to work effectively with cross-functional teams and stakeholders. Expected Duties: Design, develop, and maintain a DevOps environment to support the automation and deployment of mission-critical applications. Implement infrastructure and automate application development and deployment processes. Implement and maintain CI/CD pipelines for efficient and automated delivery of applications. Automate and enhance workflows around build, test, and deployment of applications. Required Skills & Experience: Bachelor’s Degree in Computer Science, Engineering, Information Systems, or a related technical field. 5+ years of software/application development experience. Experience with DevOps/Site Reliability/Infrastructure Automation (Terraform) Knowledge of AWS services and their application to deployment and management of infrastructure. Experience in CI/CD toolsets (e.g. Jenkins, GitLab, etc.). Experience with Containerization (Docker) and Containerization Orchestration (Kubernetes). Understanding of Python/SQL code and ability to retrieve and store data safely through a back end Demonstrate a deep understanding of creating and maintaining RESTful APIs, with proficiency in tools such as Postman for testing and debugging these interfaces. Experience with cloud services, specifically AWS, and the ability to leverage its features for scalable back-end solutions is highly desired. (S3, Lambda Functions) Your Citian Advantage: Competitive salary and benefits package including medical, dental, and vision insurance and generous PTO. 401(k) company match and monthly commuter transportation benefit On-site gym and free snacks in the office High-growth potential and opportunities for advancement within a fast growing, venture-backed SaaS startup! Let's build smarter cities togeth"
